date,product,region,sales_amount,units_sold,cost
2025-03-06,Keyboard,West,96.88,9,58.13
2025-03-07,Laptop,North,380.3,38,228.18
2025-03-07,Laptop,South,325.26,32,195.16
2025-03-07,Laptop,East,365.32,36,219.19
2025-03-07,Laptop,West,376.34,37,225.8
2025-03-07,Desktop,North,334.15,33,200.49
2025-03-07,Desktop,South,234.2,23,140.52
2025-03-07,Desktop,East,272.61,27,163.57
2025-03-07,Desktop,West,277.09,27,166.25
2025-03-07,Tablet,North,259.22,25,155.53
2025-03-07,Tablet,South,172.85,17,103.71
2025-03-07,Tablet,East,198.52,19,119.11
2025-03-07,Tablet,West,199.18,19,119.51
2025-03-07,Monitor,North,185.32,18,111.19
2025-03-07,Monitor,South,135.01,13,81.0
2025-03-07,Monitor,East,135.19,13,81.11
2025-03-07,Monitor,West,122.24,12,73.34
2025-03-07,Keyboard,North,113.66,11,68.2
2025-03-07,Keyboard,South,68.97,6,41.38
2025-03-07,Keyboard,East,97.87,9,58.72
2025-03-07,Keyboard,West,80.53,8,48.32
2025-03-08,Laptop,North,467.71,46,280.63
2025-03-08,Laptop,South,286.32,28,171.79
2025-03-08,Laptop,East,413.1,41,247.86
2025-03-08,Laptop,West,346.79,34,208.08
2025-03-08,Desktop,North,313.93,31,188.36
2025-03-08,Desktop,South,190.44,19,114.27
2025-03-08,Desktop,East,227.01,22,136.2
2025-03-08,Desktop,West,250.97,25,150.58
2025-03-08,Tablet,North,251.03,25,150.62
2025-03-08,Tablet,South,166.05,16,99.63
2025-03-08,Tablet,East,203.67,20,122.2
2025-03-08,Tablet,West,214.86,21,128.91
2025-03-08,Monitor,North,171.9,17,103.14
2025-03-08,Monitor,South,121.36,12,72.82
2025-03-08,Monitor,East,160.45,16,96.27
2025-03-08,Monitor,West,122.41,12,73.45
2025-03-08,Keyboard,North,99.17,9,59.5
2025-03-08,Keyboard,South,87.9,8,52.74
2025-03-08,Keyboard,East,94.41,9,56.64
2025-03-08,Keyboard,West,86.26,8,51.76
2025-03-09,Laptop,North,493.24,49,295.95
2025-03-09,Laptop,South,269.89,26,161.93
2025-03-09,Laptop,East,402.33,40,241.4
2025-03-09,Laptop,West,391.78,39,235.07
2025-03-09,Desktop,North,298.9,29,179.34
2025-03-09,Desktop,South,248.16,24,148.9
2025-03-09,Desktop,East,257.73,25,154.64
2025-03-09,Desktop,West,240.94,24,144.57
2025-03-09,Tablet,North,254.45,25,152.67
2025-03-09,Tablet,South,197.54,19,118.52
2025-03-09,Tablet,East,247.82,24,148.69
2025-03-09,Tablet,West,233.37,23,140.02
2025-03-09,Monitor,North,163.12,16,97.87
2025-03-09,Monitor,South,135.96,13,81.58
2025-03-09,Monitor,East,145.9,14,87.54
2025-03-09,Monitor,West,147.57,14,88.54
2025-03-09,Keyboard,North,104.42,10,62.65
2025-03-09,Keyboard,South,79.93,7,47.96
2025-03-09,Keyboard,East,97.5,9,58.5
2025-03-09,Keyboard,West,73.43,7,44.06
2025-03-10,Laptop,North,370.47,37,222.28
2025-03-10,Laptop,South,310.98,31,186.59
2025-03-10,Laptop,East,321.02,32,192.61
2025-03-10,Laptop,West,367.39,36,220.43
2025-03-10,Desktop,North,331.74,33,199.04
2025-03-10,Desktop,South,237.78,23,142.67
2025-03-10,Desktop,East,254.78,25,152.87
2025-03-10,Desktop,West,287.89,28,172.74
2025-03-10,Tablet,North,290.57,29,174.34
2025-03-10,Tablet,South,187.31,18,112.38
2025-03-10,Tablet,East,236.13,23,141.68
2025-03-10,Tablet,West,209.1,20,125.46
2025-03-10,Monitor,North,172.01,17,103.21
2025-03-10,Monitor,South,121.99,12,73.19
2025-03-10,Monitor,East,150.22,15,90.13
2025-03-10,Monitor,West,147.85,14,88.71
2025-03-10,Keyboard,North,123.85,12,74.31
2025-03-10,Keyboard,South,67.6,6,40.56
2025-03-10,Keyboard,East,93.32,9,55.99
2025-03-10,Keyboard,West,76.76,7,46.06
2025-03-11,Laptop,North,468.95,46,281.37
2025-03-11,Laptop,South,292.86,29,175.71
2025-03-11,Laptop,East,329.71,32,197.82
2025-03-11,Laptop,West,362.18,36,217.31
2025-03-11,Desktop,North,355.82,35,213.49
2025-03-11,Desktop,South,244.98,24,146.99
2025-03-11,Desktop,East,288.07,28,172.84
2025-03-11,Desktop,West,266.48,26,159.89
2025-03-11,Tablet,North,277.54,27,166.53
2025-03-11,Tablet,South,171.07,17,102.64
2025-03-11,Tablet,East,224.19,22,134.51
2025-03-11,Tablet,West,197.67,19,118.6
2025-03-11,Monitor,North,147.84,14,88.7
2025-03-11,Monitor,South,119.94,11,71.97
2025-03-11,Monitor,East,165.56,16,99.33
2025-03-11,Monitor,West,144.01,14,86.41
2025-03-11,Keyboard,North,108.71,10,65.22
2025-03-11,Keyboard,South,78.17,7,46.9
2025-03-11,Keyboard,East,98.65,9,59.19
2025-03-11,Keyboard,West,79.75,7,47.85
2025-03-12,Laptop,North,401.17,40,240.7
2025-03-12,Laptop,South,314.42,31,188.65
2025-03-12,Laptop,East,387.11,38,232.27
2025-03-12,Laptop,West,353.2,35,211.92
2025-03-12,Desktop,North,305.5,30,183.3
2025-03-12,Desktop,South,224.28,22,134.57
2025-03-12,Desktop,East,361.62,36,216.97
2025-03-12,Desktop,West,278.1,27,166.86
2025-03-12,Tablet,North,256.31,25,153.79
2025-03-12,Tablet,South,181.76,18,109.06
2025-03-12,Tablet,East,217.84,21,130.7
2025-03-12,Tablet,West,203.8,20,122.28
2025-03-12,Monitor,North,169.14,16,101.48
2025-03-12,Monitor,South,103.38,10,62.03
2025-03-12,Monitor,East,130.46,13,78.28
2025-03-12,Monitor,West,129.79,12,77.88
2025-03-12,Keyboard,North,104.94,10,62.96
2025-03-12,Keyboard,South,75.69,7,45.42
2025-03-12,Keyboard,East,106.68,10,64.01
2025-03-12,Keyboard,West,74.78,7,44.87
2025-03-13,Laptop,North,385.91,38,231.55
2025-03-13,Laptop,South,350.76,35,210.46
2025-03-13,Laptop,East,382.88,38,229.73
2025-03-13,Laptop,West,370.68,37,222.41
2025-03-13,Desktop,North,365.11,36,219.06
2025-03-13,Desktop,South,218.24,21,130.95
2025-03-13,Desktop,East,281.45,28,168.87
2025-03-13,Desktop,West,251.97,25,151.18
2025-03-13,Tablet,North,205.56,20,123.34
2025-03-13,Tablet,South,180.8,18,108.48
2025-03-13,Tablet,East,244.57,24,146.74
2025-03-13,Tablet,West,216.21,21,129.73
2025-03-13,Monitor,North,174.1,17,104.46
2025-03-13,Monitor,South,119.83,11,71.9
2025-03-13,Monitor,East,142.76,14,85.66
2025-03-13,Monitor,West,152.89,15,91.73
2025-03-13,Keyboard,North,98.76,9,59.26
2025-03-13,Keyboard,South,79.42,7,47.65
2025-03-13,Keyboard,East,95.98,9,57.59
2025-03-13,Keyboard,West,97.0,9,58.2
2025-03-14,Laptop,North,448.57,44,269.14
2025-03-14,Laptop,South,275.23,27,165.14
2025-03-14,Laptop,East,339.94,33,203.96
2025-03-14,Laptop,West,362.03,36,217.22
2025-03-14,Desktop,North,308.46,30,185.08
2025-03-14,Desktop,South,223.43,22,134.06
2025-03-14,Desktop,East,309.48,30,185.69
2025-03-14,Desktop,West,262.72,26,157.63
2025-03-14,Tablet,North,249.29,24,149.57
2025-03-14,Tablet,South,198.75,19,119.25
2025-03-14,Tablet,East,220.05,22,132.03
2025-03-14,Tablet,West,235.03,23,141.02
2025-03-14,Monitor,North,154.09,15,92.45
2025-03-14,Monitor,South,131.17,13,78.7
2025-03-14,Monitor,East,170.58,17,102.35
2025-03-14,Monitor,West,121.34,12,72.8
2025-03-14,Keyboard,North,100.31,10,60.19
2025-03-14,Keyboard,South,85.26,8,51.16
2025-03-14,Keyboard,East,104.33,10,62.6
2025-03-14,Keyboard,West,84.88,8,50.93
2025-03-15,Laptop,North,387.76,38,232.66
2025-03-15,Laptop,South,336.47,33,201.88
2025-03-15,Laptop,East,418.75,41,251.25
2025-03-15,Laptop,West,310.23,31,186.14
2025-03-15,Desktop,North,278.15,27,166.89
2025-03-15,Desktop,South,237.55,23,142.53
2025-03-15,Desktop,East,300.35,30,180.21
2025-03-15,Desktop,West,252.15,25,151.29
2025-03-15,Tablet,North,263.2,26,157.92
2025-03-15,Tablet,South,174.89,17,104.93
2025-03-15,Tablet,East,185.94,18,111.57
2025-03-15,Tablet,West,199.47,19,119.68
2025-03-15,Monitor,North,166.59,16,99.96
2025-03-15,Monitor,South,121.28,12,72.77
2025-03-15,Monitor,East,136.58,13,81.95
2025-03-15,Monitor,West,116.28,11,69.77
2025-03-15,Keyboard,North,98.93,9,59.36
2025-03-15,Keyboard,South,83.72,8,50.23
2025-03-15,Keyboard,East,105.29,10,63.17
2025-03-15,Keyboard,West,95.2,9,57.12
2025-03-16,Laptop,North,385.43,38,231.26
2025-03-16,Laptop,South,279.95,27,167.97
2025-03-16,Laptop,East,396.62,39,237.97
2025-03-16,Laptop,West,364.72,36,218.83
2025-03-16,Desktop,North,321.91,32,193.14
2025-03-16,Desktop,South,192.54,19,115.52
2025-03-16,Desktop,East,263.72,26,158.23
2025-03-16,Desktop,West,258.58,25,155.15
2025-03-16,Tablet,North,259.4,25,155.64
2025-03-16,Tablet,South,199.09,19,119.45
2025-03-16,Tablet,East,231.0,23,138.6
2025-03-16,Tablet,West,213.35,21,128.01
2025-03-16,Monitor,North,167.14,16,100.29
2025-03-16,Monitor,South,131.85,13,79.11
2025-03-16,Monitor,East,156.22,15,93.73
2025-03-16,Monitor,West,139.06,13,83.43
2025-03-16,Keyboard,North,101.29,10,60.77
2025-03-16,Keyboard,South,78.32,7,46.99
2025-03-16,Keyboard,East,99.06,9,59.43
2025-03-16,Keyboard,West,88.42,8,53.05
2025-03-17,Laptop,North,429.08,42,257.45
2025-03-17,Laptop,South,347.78,34,208.67
2025-03-17,Laptop,East,389.51,38,233.71
2025-03-17,Laptop,West,326.67,32,196.0
2025-03-17,Desktop,North,335.39,33,201.23
2025-03-17,Desktop,South,205.98,20,123.59
2025-03-17,Desktop,East,258.8,25,155.28
2025-03-17,Desktop,West,267.16,26,160.3
2025-03-17,Tablet,North,260.38,26,156.23
2025-03-17,Tablet,South,166.75,16,100.05
2025-03-17,Tablet,East,220.88,22,132.53
2025-03-17,Tablet,West,196.78,19,118.07
2025-03-17,Monitor,North,159.14,15,95.48
2025-03-17,Monitor,South,134.8,13,80.88
2025-03-17,Monitor,East,161.63,16,96.98
2025-03-17,Monitor,West,138.23,13,82.94
2025-03-17,Keyboard,North,98.93,9,59.36
2025-03-17,Keyboard,South,68.77,6,41.26
2025-03-17,Keyboard,East,106.91,10,64.14
2025-03-17,Keyboard,West,90.98,9,54.59
2025-03-18,Laptop,North,390.48,39,234.29
2025-03-18,Laptop,South,331.37,33,198.82
2025-03-18,Laptop,East,378.95,37,227.37
2025-03-18,Laptop,West,337.99,33,202.79
2025-03-18,Desktop,North,323.69,32,194.22
2025-03-18,Desktop,South,218.94,21,131.37
2025-03-18,Desktop,East,277.44,27,166.46
2025-03-18,Desktop,West,262.69,26,157.61
2025-03-18,Tablet,North,238.77,23,143.26
2025-03-18,Tablet,South,198.01,19,118.8
2025-03-18,Tablet,East,265.77,26,159.46
2025-03-18,Tablet,West,194.38,19,116.63
2025-03-18,Monitor,North,142.39,14,85.44
2025-03-18,Monitor,South,103.16,10,61.9
2025-03-18,Monitor,East,150.52,15,90.31
2025-03-18,Monitor,West,130.68,13,78.41
2025-03-18,Keyboard,North,105.85,10,63.51
2025-03-18,Keyboard,South,78.88,7,47.33
2025-03-18,Keyboard,East,82.09,8,49.25
2025-03-18,Keyboard,West,73.04,7,43.82
2025-03-19,Laptop,North,427.11,42,256.27
2025-03-19,Laptop,South,316.0,31,189.6
2025-03-19,Laptop,East,367.7,36,220.62
2025-03-19,Laptop,West,297.33,29,178.4
2025-03-19,Desktop,North,325.07,32,195.04
2025-03-19,Desktop,South,260.01,26,156.01
2025-03-19,Desktop,East,293.19,29,175.92
2025-03-19,Desktop,West,241.22,24,144.73
2025-03-19,Tablet,North,250.84,25,150.5
2025-03-19,Tablet,South,165.27,16,99.16
2025-03-19,Tablet,East,250.0,24,150.0
2025-03-19,Tablet,West,209.7,20,125.82
2025-03-19,Monitor,North,141.12,14,84.67
2025-03-19,Monitor,South,121.69,12,73.01
2025-03-19,Monitor,East,158.82,15,95.29
2025-03-19,Monitor,West,134.82,13,80.89
2025-03-19,Keyboard,North,101.63,10,60.98
2025-03-19,Keyboard,South,69.82,6,41.89
2025-03-19,Keyboard,East,100.11,10,60.07
2025-03-19,Keyboard,West,81.9,8,49.14
2025-03-20,Laptop,North,339.33,33,203.6
2025-03-20,Laptop,South,302.7,30,181.62
2025-03-20,Laptop,East,414.6,41,248.76
2025-03-20,Laptop,West,335.86,33,201.52
2025-03-20,Desktop,North,359.65,35,215.79
2025-03-20,Desktop,South,243.23,24,145.94
2025-03-20,Desktop,East,295.05,29,177.03
2025-03-20,Desktop,West,257.71,25,154.63
2025-03-20,Tablet,North,248.7,24,149.22
2025-03-20,Tablet,South,183.37,18,110.02
2025-03-20,Tablet,East,223.35,22,134.01
2025-03-20,Tablet,West,218.04,21,130.82
2025-03-20,Monitor,North,153.31,15,91.99
2025-03-20,Monitor,South,113.47,11,68.08
2025-03-20,Monitor,East,138.06,13,82.84
2025-03-20,Monitor,West,163.54,16,98.12
2025-03-20,Keyboard,North,109.01,10,65.41
2025-03-20,Keyboard,South,80.24,8,48.14
2025-03-20,Keyboard,East,86.83,8,52.1
2025-03-20,Keyboard,West,91.54,9,54.93
2025-03-21,Laptop,North,413.26,41,247.95
2025-03-21,Laptop,South,318.87,31,191.32
2025-03-21,Laptop,East,350.44,35,210.26
2025-03-21,Laptop,West,352.69,35,211.61
2025-03-21,Desktop,North,301.65,30,180.99
2025-03-21,Desktop,South,219.31,21,131.59
2025-03-21,Desktop,East,305.17,30,183.1
2025-03-21,Desktop,West,226.31,22,135.79
2025-03-21,Tablet,North,262.67,26,157.6
2025-03-21,Tablet,South,198.94,19,119.37
2025-03-21,Tablet,East,212.18,21,127.31
2025-03-21,Tablet,West,193.96,19,116.38
2025-03-21,Monitor,North,163.77,16,98.26
2025-03-21,Monitor,South,128.28,12,76.97
2025-03-21,Monitor,East,151.05,15,90.63
2025-03-21,Monitor,West,144.35,14,86.61
2025-03-21,Keyboard,North,120.23,12,72.14
2025-03-21,Keyboard,South,74.85,7,44.91
2025-03-21,Keyboard,East,81.52,8,48.91
2025-03-21,Keyboard,West,93.16,9,55.9
2025-03-22,Laptop,North,478.52,47,287.11
2025-03-22,Laptop,South,324.05,32,194.43
2025-03-22,Laptop,East,347.2,34,208.32
2025-03-22,Laptop,West,344.55,34,206.73
2025-03-22,Desktop,North,283.24,28,169.94
2025-03-22,Desktop,South,248.1,24,148.86
2025-03-22,Desktop,East,253.88,25,152.33
2025-03-22,Desktop,West,254.45,25,152.67
2025-03-22,Tablet,North,229.06,22,137.44
2025-03-22,Tablet,South,190.12,19,114.07
2025-03-22,Tablet,East,222.6,22,133.56
2025-03-22,Tablet,West,212.14,21,127.29
2025-03-22,Monitor,North,167.49,16,100.49
2025-03-22,Monitor,South,114.72,11,68.83
2025-03-22,Monitor,East,161.51,16,96.91
2025-03-22,Monitor,West,138.72,13,83.23
2025-03-22,Keyboard,North,95.58,9,57.35
2025-03-22,Keyboard,South,93.49,9,56.09
2025-03-22,Keyboard,East,99.7,9,59.82
2025-03-22,Keyboard,West,85.92,8,51.55
2025-03-23,Laptop,North,469.32,46,281.59
2025-03-23,Laptop,South,363.51,36,218.1
2025-03-23,Laptop,East,378.71,37,227.23
2025-03-23,Laptop,West,359.06,35,215.44
2025-03-23,Desktop,North,287.1,28,172.26
2025-03-23,Desktop,South,232.35,23,139.41
2025-03-23,Desktop,East,282.7,28,169.62
2025-03-23,Desktop,West,265.64,26,159.38
2025-03-23,Tablet,North,258.21,25,154.93
2025-03-23,Tablet,South,197.34,19,118.4
2025-03-23,Tablet,East,234.81,23,140.89
2025-03-23,Tablet,West,187.39,18,112.43
2025-03-23,Monitor,North,153.83,15,92.3
2025-03-23,Monitor,South,119.61,11,71.77
2025-03-23,Monitor,East,149.68,14,89.81
2025-03-23,Monitor,West,152.07,15,91.24
2025-03-23,Keyboard,North,94.13,9,56.48
2025-03-23,Keyboard,South,76.03,7,45.62
2025-03-23,Keyboard,East,103.74,10,62.24
2025-03-23,Keyboard,West,84.91,8,50.95
2025-03-24,Laptop,North,435.37,43,261.22
2025-03-24,Laptop,South,310.33,31,186.2
2025-03-24,Laptop,East,392.37,39,235.42
2025-03-24,Laptop,West,342.14,34,205.29
2025-03-24,Desktop,North,332.11,33,199.26
2025-03-24,Desktop,South,204.28,20,122.57
2025-03-24,Desktop,East,278.93,27,167.36
2025-03-24,Desktop,West,268.42,26,161.05
2025-03-24,Tablet,North,262.8,26,157.68
2025-03-24,Tablet,South,212.64,21,127.59
2025-03-24,Tablet,East,222.6,22,133.56
2025-03-24,Tablet,West,236.03,23,141.62
2025-03-24,Monitor,North,158.03,15,94.82
2025-03-24,Monitor,South,139.99,13,83.99
2025-03-24,Monitor,East,164.35,16,98.61
2025-03-24,Monitor,West,128.64,12,77.18
2025-03-24,Keyboard,North,107.46,10,64.48
2025-03-24,Keyboard,South,78.18,7,46.91
2025-03-24,Keyboard,East,101.13,10,60.68
2025-03-24,Keyboard,West,85.57,8,51.34
2025-03-25,Laptop,North,408.14,40,244.88
2025-03-25,Laptop,South,351.37,35,210.82
2025-03-25,Laptop,East,381.01,38,228.61
2025-03-25,Laptop,West,374.13,37,224.48
2025-03-25,Desktop,North,308.32,30,184.99
2025-03-25,Desktop,South,269.55,26,161.73
2025-03-25,Desktop,East,271.41,27,162.85
2025-03-25,Desktop,West,248.18,24,148.91
2025-03-25,Tablet,North,284.45,28,170.67
2025-03-25,Tablet,South,181.43,18,108.86
2025-03-25,Tablet,East,262.26,26,157.36
2025-03-25,Tablet,West,225.65,22,135.39
2025-03-25,Monitor,North,165.45,16,99.27
2025-03-25,Monitor,South,106.18,10,63.71
2025-03-25,Monitor,East,153.45,15,92.07
2025-03-25,Monitor,West,140.95,14,84.57
2025-03-25,Keyboard,North,115.3,11,69.18
2025-03-25,Keyboard,South,89.32,8,53.59
2025-03-25,Keyboard,East,90.42,9,54.25
2025-03-25,Keyboard,West,93.34,9,56.01
2025-03-26,Laptop,North,447.14,44,268.28
2025-03-26,Laptop,South,343.67,34,206.2
2025-03-26,Laptop,East,401.08,40,240.65
2025-03-26,Laptop,West,291.38,29,174.83
2025-03-26,Desktop,North,310.49,31,186.29
2025-03-26,Desktop,South,212.61,21,127.57
2025-03-26,Desktop,East,283.45,28,170.07
2025-03-26,Desktop,West,284.29,28,170.57
2025-03-26,Tablet,North,258.34,25,155.0
2025-03-26,Tablet,South,207.41,20,124.45
2025-03-26,Tablet,East,237.54,23,142.52
2025-03-26,Tablet,West,186.42,18,111.85
2025-03-26,Monitor,North,131.53,13,78.92
2025-03-26,Monitor,South,127.48,12,76.49
2025-03-26,Monitor,East,151.02,15,90.61
2025-03-26,Monitor,West,128.14,12,76.88
2025-03-26,Keyboard,North,89.59,8,53.75
2025-03-26,Keyboard,South,73.71,7,44.23
2025-03-26,Keyboard,East,94.55,9,56.73
2025-03-26,Keyboard,West,92.41,9,55.44
2025-03-27,Laptop,North,426.74,42,256.04
2025-03-27,Laptop,South,358.38,35,215.03
2025-03-27,Laptop,East,350.78,35,210.47
2025-03-27,Laptop,West,376.39,37,225.83
2025-03-27,Desktop,North,316.24,31,189.74
2025-03-27,Desktop,South,250.29,25,150.17
2025-03-27,Desktop,East,277.91,27,166.75
2025-03-27,Desktop,West,286.58,28,171.95
2025-03-27,Tablet,North,258.34,25,155.01
2025-03-27,Tablet,South,177.97,17,106.78
2025-03-27,Tablet,East,230.73,23,138.44
2025-03-27,Tablet,West,205.66,20,123.4
2025-03-27,Monitor,North,175.02,17,105.01
2025-03-27,Monitor,South,113.24,11,67.95
2025-03-27,Monitor,East,153.59,15,92.16
2025-03-27,Monitor,West,144.73,14,86.84
2025-03-27,Keyboard,North,105.28,10,63.17
2025-03-27,Keyboard,South,87.83,8,52.7
2025-03-27,Keyboard,East,102.62,10,61.57
2025-03-27,Keyboard,West,87.43,8,52.46
2025-03-28,Laptop,North,428.09,42,256.85
2025-03-28,Laptop,South,323.2,32,193.92
2025-03-28,Laptop,East,398.57,39,239.14
2025-03-28,Laptop,West,295.47,29,177.28
2025-03-28,Desktop,North,307.07,30,184.24
2025-03-28,Desktop,South,206.35,20,123.81
2025-03-28,Desktop,East,320.59,32,192.35
2025-03-28,Desktop,West,261.31,26,156.79
2025-03-28,Tablet,North,248.0,24,148.8
2025-03-28,Tablet,South,203.66,20,122.19
2025-03-28,Tablet,East,239.52,23,143.71
2025-03-28,Tablet,West,189.83,18,113.9
2025-03-28,Monitor,North,167.09,16,100.26
2025-03-28,Monitor,South,122.47,12,73.48
2025-03-28,Monitor,East,131.08,13,78.65
2025-03-28,Monitor,West,131.81,13,79.09
2025-03-28,Keyboard,North,103.42,10,62.05
2025-03-28,Keyboard,South,78.03,7,46.82
2025-03-28,Keyboard,East,84.09,8,50.45
2025-03-28,Keyboard,West,96.2,9,57.72
2025-03-29,Laptop,North,416.93,41,250.16
2025-03-29,Laptop,South,316.47,31,189.88
2025-03-29,Laptop,East,398.78,39,239.27
2025-03-29,Laptop,West,326.86,32,196.12
2025-03-29,Desktop,North,327.78,32,196.67
2025-03-29,Desktop,South,229.16,22,137.5
2025-03-29,Desktop,East,266.98,26,160.19
2025-03-29,Desktop,West,275.78,27,165.47
2025-03-29,Tablet,North,284.58,28,170.75
2025-03-29,Tablet,South,201.02,20,120.61
2025-03-29,Tablet,East,249.61,24,149.77
2025-03-29,Tablet,West,200.93,20,120.56
2025-03-29,Monitor,North,145.24,14,87.14
2025-03-29,Monitor,South,142.28,14,85.37
2025-03-29,Monitor,East,181.34,18,108.81
2025-03-29,Monitor,West,158.72,15,95.23
2025-03-29,Keyboard,North,102.13,10,61.28
2025-03-29,Keyboard,South,71.07,7,42.64
2025-03-29,Keyboard,East,87.6,8,52.56
2025-03-29,Keyboard,West,75.0,7,45.0
2025-03-30,Laptop,North,417.04,41,250.22
2025-03-30,Laptop,South,359.03,35,215.42
2025-03-30,Laptop,East,381.16,38,228.69
2025-03-30,Laptop,West,359.82,35,215.89
2025-03-30,Desktop,North,352.82,35,211.69
2025-03-30,Desktop,South,228.58,22,137.15
2025-03-30,Desktop,East,339.75,33,203.85
2025-03-30,Desktop,West,307.89,30,184.73
2025-03-30,Tablet,North,249.71,24,149.83
2025-03-30,Tablet,South,180.05,18,108.03
2025-03-30,Tablet,East,245.3,24,147.18
2025-03-30,Tablet,West,204.2,20,122.52
2025-03-30,Monitor,North,151.71,15,91.02
2025-03-30,Monitor,South,140.11,14,84.07
2025-03-30,Monitor,East,170.39,17,102.23
2025-03-30,Monitor,West,142.17,14,85.3
2025-03-30,Keyboard,North,93.86,9,56.32
2025-03-30,Keyboard,South,70.62,7,42.37
2025-03-30,Keyboard,East,97.34,9,58.41
2025-03-30,Keyboard,West,83.94,8,50.36
2025-03-31,Laptop,North,408.9,40,245.34
2025-03-31,Laptop,South,343.48,34,206.09
2025-03-31,Laptop,East,410.28,41,246.17
2025-03-31,Laptop,West,392.33,39,235.4
2025-03-31,Desktop,North,289.14,28,173.48
2025-03-31,Desktop,South,229.97,22,137.98
2025-03-31,Desktop,East,308.35,30,185.01
2025-03-31,Desktop,West,273.32,27,163.99
2025-03-31,Tablet,North,285.81,28,171.49
2025-03-31,Tablet,South,196.35,19,117.81
2025-03-31,Tablet,East,268.24,26,160.95
2025-03-31,Tablet,West,220.31,22,132.19
2025-03-31,Monitor,North,183.77,18,110.26
2025-03-31,Monitor,South,122.86,12,73.72
2025-03-31,Monitor,East,154.62,15,92.77
2025-03-31,Monitor,West,151.33,15,90.8
2025-03-31,Keyboard,North,119.81,11,71.89
2025-03-31,Keyboard,South,83.89,8,50.34
2025-03-31,Keyboard,East,95.84,9,57.5
2025-03-31,Keyboard,West,98.08,9,58.85
2025-04-01,Laptop,North,342.53,34,205.52
2025-04-01,Laptop,South,277.68,27,166.61
2025-04-01,Laptop,East,408.81,40,245.29
2025-04-01,Laptop,West,351.62,35,210.97
2025-04-01,Desktop,North,332.43,33,199.46
2025-04-01,Desktop,South,238.36,23,143.02
2025-04-01,Desktop,East,303.87,30,182.32
2025-04-01,Desktop,West,245.08,24,147.05
2025-04-01,Tablet,North,265.19,26,159.11
2025-04-01,Tablet,South,205.76,20,123.45
2025-04-01,Tablet,East,255.96,25,153.58
2025-04-01,Tablet,West,246.96,24,148.18
2025-04-01,Monitor,North,172.09,17,103.25
2025-04-01,Monitor,South,129.39,12,77.63
2025-04-01,Monitor,East,134.42,13,80.65
2025-04-01,Monitor,West,134.1,13,80.46
2025-04-01,Keyboard,North,103.62,10,62.17
2025-04-01,Keyboard,South,86.11,8,51.67
2025-04-01,Keyboard,East,91.54,9,54.92
2025-04-01,Keyboard,West,93.77,9,56.26
2025-04-02,Laptop,North,421.62,42,252.97
2025-04-02,Laptop,South,311.47,31,186.88
2025-04-02,Laptop,East,394.75,39,236.85
2025-04-02,Laptop,West,339.66,33,203.8
2025-04-02,Desktop,North,304.67,30,182.8
2025-04-02,Desktop,South,202.67,20,121.6
2025-04-02,Desktop,East,283.76,28,170.26
2025-04-02,Desktop,West,252.75,25,151.65
2025-04-02,Tablet,North,241.86,24,145.12
2025-04-02,Tablet,South,196.51,19,117.9
2025-04-02,Tablet,East,244.96,24,146.98
2025-04-02,Tablet,West,215.02,21,129.01
2025-04-02,Monitor,North,183.0,18,109.8
2025-04-02,Monitor,South,132.72,13,79.63
2025-04-02,Monitor,East,150.72,15,90.43
2025-04-02,Monitor,West,135.0,13,81.0
2025-04-02,Keyboard,North,108.23,10,64.94
2025-04-02,Keyboard,South,82.94,8,49.76
2025-04-02,Keyboard,East,108.17,10,64.9
2025-04-02,Keyboard,West,96.78,9,58.07
2025-04-03,Laptop,North,402.39,40,241.44
2025-04-03,Laptop,South,313.66,31,188.2
2025-04-03,Laptop,East,408.87,40,245.32
2025-04-03,Laptop,West,383.61,38,230.17
2025-04-03,Desktop,North,341.77,34,205.06
2025-04-03,Desktop,South,236.02,23,141.61
2025-04-03,Desktop,East,259.01,25,155.41
2025-04-03,Desktop,West,241.2,24,144.72
2025-04-03,Tablet,North,259.02,25,155.41
2025-04-03,Tablet,South,195.39,19,117.24
2025-04-03,Tablet,East,210.28,21,126.17
2025-04-03,Tablet,West,211.75,21,127.05
2025-04-03,Monitor,North,177.84,17,106.71
2025-04-03,Monitor,South,114.13,11,68.48
2025-04-03,Monitor,East,169.28,16,101.57
2025-04-03,Monitor,West,136.1,13,81.66
2025-04-03,Keyboard,North,116.79,11,70.07
2025-04-03,Keyboard,South,75.5,7,45.3
2025-04-03,Keyboard,East,88.21,8,52.93
2025-04-03,Keyboard,West,84.46,8,50.67
2025-04-04,Laptop,North,418.65,41,251.19
2025-04-04,Laptop,South,306.07,30,183.64
2025-04-04,Laptop,East,379.78,37,227.87
2025-04-04,Laptop,West,361.75,36,217.05
2025-04-04,Desktop,North,311.94,31,187.16
2025-04-04,Desktop,South,236.08,23,141.65
2025-04-04,Desktop,East,247.88,24,148.73
2025-04-04,Desktop,West,272.61,27,163.57
2025-04-04,Tablet,North,251.32,25,150.79
2025-04-04,Tablet,South,216.02,21,129.61
2025-04-04,Tablet,East,213.54,21,128.12
2025-04-04,Tablet,West,178.49,17,107.09
2025-04-04,Monitor,North,177.73,17,106.64
2025-04-04,Monitor,South,130.37,13,78.22
2025-04-04,Monitor,East,141.45,14,84.87
2025-04-04,Monitor,West,122.34,12,73.4
